ts,platform,ms_played,conn_country,ip_addr,master_metadata_track_name,master_metadata_album_artist_name,master_metadata_album_album_name,spotify_track_uri,episode_name,episode_show_name,spotify_episode_uri,audiobook_title,audiobook_uri,audiobook_chapter_uri,audiobook_chapter_title,reason_start,reason_end,shuffle,skipped,offline,offline_timestamp,incognito_mode,minutos_ouvidos
2025-10-04 18:16:29+00:00,ios,239894,BR,2804:388:a01c:bd77:9158:d80f:e582:b3ce,Love Me Again,John Newman,Tribute,spotify:track:5TbzAWWc5eJaANpA9kfGCd,,,,,,,,clickrow,endplay,True,True,False,1759601550.0,False,3.9982333333333333
2025-10-04 18:16:31+00:00,ios,1279,BR,2804:388:a01c:bd77:9158:d80f:e582:b3ce,Can't Feel My Face,The Weeknd,Beauty Behind The Madness,spotify:track:22VdIZQfgXJea34mQxlt81,,,,,,,,trackdone,endplay,True,True,False,1759601789.0,False,0.021316666666666668
2025-10-04 18:19:52+00:00,ios,201000,BR,2804:388:a01c:bd77:9158:d80f:e582:b3ce,Play Hard (feat. Ne-Yo & Akon),David Guetta,Nothing but the Beat,spotify:track:5YPMEOJ58kfl56VHxTgwx3,,,,,,,,playbtn,trackdone,True,False,False,1759601791.0,False,3.35
2025-10-04 18:21:55+00:00,ios,122839,BR,2804:388:a01c:bd77:9158:d80f:e582:b3ce,Never Letting Go,Alok,Never Letting Go (feat. Julia Church),spotify:track:50aavjIFmj5VB6Cxkcx2X7,,,,,,,,trackdone,trackdone,True,False,False,1759601992.0,False,2.0473166666666667
2025-10-04 18:24:20+00:00,ios,144194,BR,2804:388:a01c:bd77:9158:d80f:e582:b3ce,Side Effect (feat. Au/Ra),Alok,Side Effect (feat. Au/Ra),spotify:track:4oGo7473OiyYAxpx4UpCIR,,,,,,,,trackdone,trackdone,True,False,False,1759602115.0,False,2.4032333333333336
2025-10-04 18:24:31+00:00,ios,9727,BR,2804:388:a01c:bd77:9158:d80f:e582:b3ce,Perfect (Exceeder),David Guetta,Perfect (Exceeder),spotify:track:7jY6W92bLfnXnevTa7JKHi,,,,,,,,trackdone,fwdbtn,True,True,False,1759602260.0,False,0.16211666666666666
2025-10-04 18:27:21+00:00,ios,161007,BR,2804:388:a01c:bd77:9158:d80f:e582:b3ce,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),Martin Garrix,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),spotify:track:7Feaw9WAEREY0DUOSXJLOM,,,,,,,,fwdbtn,endplay,True,True,False,1759602271.0,False,2.68345
2025-10-04 18:30:24+00:00,ios,183551,BR,2804:388:a01c:bd77:9158:d80f:e582:b3ce,Seven (feat. Latto) (Explicit Ver.),Jung Kook,GOLDEN,spotify:track:2HRgqmZQC0MC7GeNuDIXHN,,,,,,,,clickrow,trackdone,True,False,False,1759602441.0,False,3.0591833333333334
2025-10-04 18:30:47+00:00,ios,21631,BR,2804:388:a01c:bd77:9158:d80f:e582:b3ce,goosebumps,Travis Scott,Birds In The Trap Sing McKnight,spotify:track:6gBFPUFcJLzWGx4lenP6h2,,,,,,,,trackdone,fwdbtn,True,True,False,1759602624.0,False,0.36051666666666665
2025-10-04 18:30:48+00:00,ios,1231,BR,2804:388:a01c:bd77:9158:d80f:e582:b3ce,Homecoming,Lil Uzi Vert,Eternal Atake,spotify:track:6vxU64pcIuQ38O015Zy4qj,,,,,,,,fwdbtn,fwdbtn,True,True,False,1759602647.0,False,0.020516666666666666
2025-10-04 18:30:49+00:00,ios,1115,BR,2804:388:a01c:bd77:9158:d80f:e582:b3ce,Bitch Please,Snoop Dogg,No Limit Top Dogg,spotify:track:5Sm1X46tna50RstHZvw072,,,,,,,,fwdbtn,fwdbtn,True,True,False,1759602648.0,False,0.018583333333333334
2025-10-04 18:33:05+00:00,ios,135920,BR,2804:388:a01c:bd77:9158:d80f:e582:b3ce,Father Stretch My Hands Pt. 1,Kanye West,The Life Of Pablo,spotify:track:4KW1lqgSr8TKrvBII0Brf8,,,,,,,,fwdbtn,trackdone,True,False,False,1759602649.0,False,2.2653333333333334
2025-10-04 18:33:07+00:00,ios,740,BR,2804:388:a01c:bd77:9158:d80f:e582:b3ce,Bound 2,Kanye West,Yeezus,spotify:track:3sNVsP50132BTNlImLx70i,,,,,,,,trackdone,fwdbtn,True,True,False,1759602785.0,False,0.012333333333333333
2025-10-04 18:33:08+00:00,ios,929,BR,2804:388:a01c:bd77:9158:d80f:e582:b3ce,Chocolate,BAEKHYUN,Essence of Reverie,spotify:track:2zrGzdSYnxmXE54XdGZ891,,,,,,,,fwdbtn,fwdbtn,True,True,False,1759602787.0,False,0.015483333333333333
2025-10-04 18:33:09+00:00,ios,1091,BR,2804:388:a01c:bd77:9158:d80f:e582:b3ce,July,Kris Wu,July,spotify:track:2cu5wDkTV1gWfsXjUbmd89,,,,,,,,fwdbtn,fwdbtn,True,True,False,1759602788.0,False,0.018183333333333333
2025-10-04 18:35:44+00:00,ios,155783,BR,2804:388:a01c:bd77:9158:d80f:e582:b3ce,Gata Only,FloyyMenor,Gata Only,spotify:track:6XjDF6nds4DE2BBbagZol6,,,,,,,,fwdbtn,fwdbtn,True,True,False,1759602789.0,False,2.5963833333333333
2025-10-04 18:35:46+00:00,ios,1207,BR,2804:388:a01c:bd77:9158:d80f:e582:b3ce,Sky,Playboi Carti,Whole Lotta Red,spotify:track:29TPjc8wxfz4XMn21O7VsZ,,,,,,,,fwdbtn,fwdbtn,True,True,False,1759602944.0,False,0.020116666666666668
2025-10-04 18:35:47+00:00,ios,1718,BR,2804:388:a01c:bd77:9158:d80f:e582:b3ce,Love Shot,EXO,LOVE SHOT– The 5th Album Repackage,spotify:track:0yB4jrSwN0bFtFRDR5vyMj,,,,,,,,fwdbtn,fwdbtn,True,True,False,1759602946.0,False,0.028633333333333334
2025-10-04 18:35:57+00:00,ios,9334,BR,2804:388:a01c:bd77:9158:d80f:e582:b3ce,Waves,Kanye West,The Life Of Pablo,spotify:track:3nAq2hCr1oWsIU54tS98pL,,,,,,,,fwdbtn,fwdbtn,True,True,False,1759602947.0,False,0.15556666666666666
2025-10-04 18:41:07+00:00,ios,310033,BR,2804:388:a01c:bd77:9158:d80f:e582:b3ce,Stronger,Kanye West,Graduation,spotify:track:0j2T0R9dR9qdJYsB7ciXhf,,,,,,,,fwdbtn,fwdbtn,True,True,False,1759602957.0,False,5.167216666666667
2025-10-04 18:41:08+00:00,ios,743,BR,2804:388:a01c:bd77:9158:d80f:e582:b3ce,Lo Mein,Lil Uzi Vert,Eternal Atake,spotify:track:6CUP2khYzdphXebxVTfPE3,,,,,,,,fwdbtn,fwdbtn,True,True,False,1759603267.0,False,0.012383333333333333
2025-10-04 18:41:08+00:00,ios,906,BR,2804:388:a01c:bd77:9158:d80f:e582:b3ce,Rockstar Made,Playboi Carti,Whole Lotta Red,spotify:track:3cWmqvMwVQKDigWLSZ3w9h,,,,,,,,fwdbtn,fwdbtn,True,True,False,1759603268.0,False,0.0151
2025-10-04 18:41:10+00:00,ios,1579,BR,2804:388:a01c:bd77:9158:d80f:e582:b3ce,Dionysus,BTS,MAP OF THE SOUL : PERSONA,spotify:track:2Wkm4JBcIV2uSuu4qlbqFN,,,,,,,,fwdbtn,fwdbtn,True,True,False,1759603268.0,False,0.026316666666666665
2025-10-04 18:41:11+00:00,ios,1115,BR,2804:388:a01c:bd77:9158:d80f:e582:b3ce,Roses (with Juice WRLD feat. Brendon Urie),benny blanco,FRIENDS KEEP SECRETS,spotify:track:1KVczjazCcCCgM3gXXUl47,,,,,,,,fwdbtn,fwdbtn,True,True,False,1759603270.0,False,0.018583333333333334
2025-10-04 18:41:12+00:00,ios,1161,BR,2804:388:a01c:bd77:9158:d80f:e582:b3ce,Baby Pluto,Lil Uzi Vert,Eternal Atake,spotify:track:7hav1MHURQf5SAoPk0egqh,,,,,,,,fwdbtn,fwdbtn,True,True,False,1759603271.0,False,0.01935
2025-10-04 18:41:13+00:00,ios,975,BR,2804:388:a01c:bd77:9158:d80f:e582:b3ce,Candy,BAEKHYUN,Delight - The 2nd Mini Album,spotify:track:6kKC35sKUh2FUx4M0qAL44,,,,,,,,fwdbtn,fwdbtn,True,True,False,1759603272.0,False,0.01625
2025-10-04 18:46:31+00:00,ios,317695,BR,2804:388:a01c:bd77:9158:d80f:e582:b3ce,Nightcrawler (feat. Swae Lee & Chief Keef),Travis Scott,Rodeo,spotify:track:3xby7fOyqmeON8jsnom0AT,,,,,,,,fwdbtn,fwdbtn,True,True,False,1759603273.0,False,5.2949166666666665
2025-10-04 18:46:32+00:00,ios,859,BR,2804:388:a01c:bd77:9158:d80f:e582:b3ce,Mamacita (feat. Rich Homie Quan & Young Thug),Travis Scott,Mamacita (feat. Rich Homie Quan & Young Thug),spotify:track:3SEd8nPd8MpGwk6ZZ8tk2j,,,,,,,,fwdbtn,fwdbtn,True,True,False,1759603591.0,False,0.014316666666666667
2025-10-04 18:48:59+00:00,ios,147707,BR,2804:388:a01c:bd77:9158:d80f:e582:b3ce,BANDIT,Don Toliver,HARDSTONE PSYCHO,spotify:track:0PHrcmOtDE89ew4vVEaD7S,,,,,,,,fwdbtn,trackdone,True,False,False,1759603592.0,False,2.4617833333333334
2025-10-04 18:53:18+00:00,ios,258843,BR,2804:388:a01c:bd77:9158:d80f:e582:b3ce,CIRCUS MAXIMUS (feat. The Weeknd & Swae Lee),Travis Scott,UTOPIA,spotify:track:4GL9GMX9t7Qkprvf1YighZ,,,,,,,,trackdone,trackdone,True,False,False,1759603739.0,False,4.31405
2025-10-04 18:57:03+00:00,ios,217667,BR,2804:388:a01c:bd77:9158:d80f:e582:b3ce,Black and Yellow,Wiz Khalifa,Rolling Papers,spotify:track:5A6OHHy73AR5tLxgTc98zz,,,,,,,,trackdone,trackdone,True,False,False,1759603998.0,False,3.6277833333333334
2025-10-04 18:57:05+00:00,ios,0,BR,2804:388:a01c:bd77:9158:d80f:e582:b3ce,Vamp Anthem,Playboi Carti,Whole Lotta Red,spotify:track:4CzhtKifG867Lu5DNQVBSA,,,,,,,,trackdone,fwdbtn,True,True,False,1759604223.0,False,0.0
2025-10-04 19:01:40+00:00,ios,276336,BR,2804:388:a01c:bd77:9158:d80f:e582:b3ce,Made In China,Higher Brothers,Black Cab,spotify:track:484SLUDMf2BmrUwtQWkvUa,,,,,,,,fwdbtn,trackdone,True,False,False,1759604225.0,False,4.6056
2025-10-04 19:03:40+00:00,ios,119738,BR,2804:388:a01c:bd77:9158:d80f:e582:b3ce,Go2DaMoon (feat. Kanye West),Playboi Carti,Whole Lotta Red,spotify:track:0F13K9dwYH2zpTWiR8d628,,,,,,,,trackdone,trackdone,True,False,False,1759604500.0,False,1.9956333333333334
2025-10-04 19:08:09+00:00,ios,267520,BR,2804:388:a01c:bd77:9158:d80f:e582:b3ce,Run This Town,JAY-Z,The Blueprint 3,spotify:track:7LR85XLWw2yXqKBSI5brbG,,,,,,,,trackdone,trackdone,True,False,False,1759604620.0,False,4.458666666666667
2025-10-04 19:17:58+00:00,ios,350269,BR,2804:388:a01c:bd77:9158:d80f:e582:b3ce,Money Trees,Kendrick Lamar,"good kid, m.A.A.d city",spotify:track:74tLlkN3rgVzRqQJgPfink,,,,,,,,trackdone,fwdbtn,True,True,False,1759604889.0,False,5.837816666666667
2025-10-04 19:22:05+00:00,ios,247800,BR,2804:388:a01c:bd77:9158:d80f:e582:b3ce,Swimming Pools (Drank),Kendrick Lamar,Swimming Pools (Drank),spotify:track:6REbwUNlppTfcnV4d4ZoZi,,,,,,,,fwdbtn,trackdone,True,False,False,1759605478.0,False,4.13
2025-10-04 19:25:45+00:00,ios,219360,BR,2804:388:a01c:bd77:9158:d80f:e582:b3ce,Apple Pie,Travis Scott,Rodeo,spotify:track:6scpNkWEmUxmKY7nYjVLsX,,,,,,,,trackdone,trackdone,True,False,False,1759605725.0,False,3.656
2025-10-04 19:29:39+00:00,ios,233400,BR,2804:388:a01c:bd77:9158:d80f:e582:b3ce,Diamonds From Sierra Leone - Remix,Kanye West,Late Registration,spotify:track:34KUIBsIUiPV7oCIzSdDAU,,,,,,,,trackdone,trackdone,True,False,False,1759605945.0,False,3.89
2025-10-04 19:32:47+00:00,ios,119738,BR,2804:388:a01c:bd77:9158:d80f:e582:b3ce,Go2DaMoon (feat. Kanye West),Playboi Carti,Whole Lotta Red,spotify:track:0F13K9dwYH2zpTWiR8d628,,,,,,,,trackdone,trackdone,True,False,False,1759606179.0,False,1.9956333333333334
2025-10-04 19:36:27+00:00,ios,219333,BR,2804:388:a01c:bd77:9158:d80f:e582:b3ce,Ni**as In Paris,JAY-Z,Watch The Throne,spotify:track:1auxYwYrFRqZP7t3s7w4um,,,,,,,,trackdone,trackdone,True,False,False,1759606367.0,False,3.65555
2025-10-04 19:36:33+00:00,ios,4717,BR,2804:388:a01c:bd77:9158:d80f:e582:b3ce,Monster,EXO,EX'ACT,spotify:track:7GbUWl6qLW1gdngbEV2WDJ,,,,,,,,trackdone,endplay,True,True,False,1759606587.0,False,0.07861666666666667
2025-10-04 19:39:16+00:00,ios,162354,BR,2804:388:a01c:bd77:9158:d80f:e582:b3ce,777-666,Matuê,Máquina do Tempo,spotify:track:3sGcETRMuAgcPgjDpIkgMn,,,,,,,,clickrow,endplay,True,True,False,1759606593.0,False,2.7059
2025-10-04 19:42:30+00:00,ios,195692,BR,2804:388:a01c:bd77:9158:d80f:e582:b3ce,Mantém,WIU,Mantém,spotify:track:17rF54WvGGqPVxDheq8PP8,,,,,,,,clickrow,endplay,True,True,False,1759606756.0,False,3.2615333333333334
2025-10-04 19:45:32+00:00,ios,180087,BR,2804:388:a01c:bd77:9158:d80f:e582:b3ce,Máquina do Tempo,Matuê,Máquina do Tempo,spotify:track:5oI9blwsXC8AkTWw6wASY8,,,,,,,,trackdone,endplay,True,True,False,1759606951.0,False,3.00145
2025-10-04 19:49:02+00:00,ios,211582,BR,2804:388:a01c:bd77:9158:d80f:e582:b3ce,I KNOW ?,Travis Scott,UTOPIA,spotify:track:6wsqVwoiVH2kde4k4KKAFU,,,,,,,,clickrow,trackdone,True,False,False,1759607132.0,False,3.5263666666666666
2025-10-04 20:11:21+00:00,ios,67927,BR,2804:388:a01c:bd77:9158:d80f:e582:b3ce,July,Kris Wu,July,spotify:track:2cu5wDkTV1gWfsXjUbmd89,,,,,,,,trackdone,endplay,True,True,False,1759607342.0,False,1.1321166666666667
2025-10-04 20:14:35+00:00,ios,181696,BR,2804:388:a01c:bd77:9158:d80f:e582:b3ce,Seven (feat. Latto) (Explicit Ver.),Jung Kook,GOLDEN,spotify:track:2HRgqmZQC0MC7GeNuDIXHN,,,,,,,,clickrow,endplay,True,True,False,1759608681.0,False,3.0282666666666667
2025-10-04 23:58:46+00:00,ios,113035,BR,186.241.179.78,BANDIT,Don Toliver,HARDSTONE PSYCHO,spotify:track:0PHrcmOtDE89ew4vVEaD7S,,,,,,,,clickrow,unexpected-exit-while-paused,True,False,False,1759608875.0,False,1.8839166666666667
2025-10-05 00:03:01+00:00,ios,247800,BR,186.241.179.78,Swimming Pools (Drank),Kendrick Lamar,Swimming Pools (Drank),spotify:track:6REbwUNlppTfcnV4d4ZoZi,,,,,,,,clickrow,trackdone,True,False,False,1759622334.0,False,4.13
2025-10-05 00:03:08+00:00,ios,4937,BR,186.241.179.78,YOUNG,Loco,YOUNG,spotify:track:49HmLcTG7tsqz32TF3rnCC,,,,,,,,trackdone,fwdbtn,True,True,False,1759622581.0,False,0.08228333333333333
2025-10-05 00:03:12+00:00,ios,2879,BR,186.241.179.78,Trap Jump,Ken Carson,More Chaos,spotify:track:7wWFfIDUVMHKsqdhqa6QD8,,,,,,,,fwdbtn,endplay,True,True,False,1759622588.0,False,0.047983333333333336
2025-10-05 00:03:57+00:00,ios,44954,BR,186.241.179.78,Money Trees,Kendrick Lamar,"good kid, m.A.A.d city",spotify:track:74tLlkN3rgVzRqQJgPfink,,,,,,,,clickrow,endplay,True,True,False,1759622592.0,False,0.7492333333333333
2025-10-05 00:06:11+00:00,ios,133213,BR,186.241.179.78,Sky High (feat. Nonô),Alok,Sky High (feat. Nonô),spotify:track:400WptNm7JLz4CbEvHCtMe,,,,,,,,playbtn,endplay,True,True,False,1759622637.0,False,2.2202166666666665
2025-10-05 00:09:29+00:00,ios,195987,BR,186.241.179.78,Sweat - Snoop Dogg vs David Guetta Remix,Snoop Dogg,Sweat,spotify:track:0R7YVi7w41Dr9jU5vblAok,,,,,,,,clickrow,trackdone,True,False,False,1759622771.0,False,3.26645
2025-10-05 00:12:36+00:00,ios,187031,BR,186.241.179.78,Told You So,Martin Garrix,Told You So,spotify:track:52dEZA0A4siRTuA4e8w3ll,,,,,,,,trackdone,trackdone,True,False,False,1759622969.0,False,3.117183333333333
2025-10-05 00:15:50+00:00,ios,192560,BR,186.241.179.78,"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)",David Guetta,Listen,spotify:track:285HeuLxsngjFn4GGegGNm,,,,,,,,trackdone,trackdone,True,False,False,1759623156.0,False,3.2093333333333334
2025-10-05 00:18:28+00:00,ios,158400,BR,186.241.179.78,Headlights (feat. KIDDO),Alok,Headlights (feat. KIDDO),spotify:track:4s6PYL51msvsxDjME9i6OM,,,,,,,,trackdone,trackdone,True,False,False,1759623350.0,False,2.64
2025-10-05 00:21:33+00:00,ios,183726,BR,186.241.179.78,Heartbreak Anthem (with David Guetta & Little Mix),Galantis,Heartbreak Anthem (with David Guetta & Little Mix),spotify:track:5K6Ssv4Z3zRvxt0P6EKUAP,,,,,,,,trackdone,trackdone,True,False,False,1759623508.0,False,3.0621
2025-10-05 00:24:15+00:00,ios,161367,BR,186.241.179.78,Our Time,AFROJACK,Our Time,spotify:track:3MUFebos5drIwrUHxUorhP,,,,,,,,trackdone,trackdone,True,False,False,1759623693.0,False,2.68945
2025-10-05 00:25:40+00:00,ios,84128,BR,186.241.179.78,Followers,AREA21,Followers,spotify:track:5sPoju3oZHg9Wq5KXxBH3a,,,,,,,,trackdone,fwdbtn,True,True,False,1759623855.0,False,1.4021333333333332
2025-10-05 00:25:42+00:00,ios,1672,BR,186.241.179.78,Tremor - Sensation 2014 Anthem,Dimitri Vegas & Like Mike,Tremor (Sensation 2014 Anthem),spotify:track:0gpvO8fKvZcQ4u54rdu469,,,,,,,,fwdbtn,fwdbtn,True,True,False,1759623940.0,False,0.027866666666666668
2025-10-05 00:25:45+00:00,ios,2926,BR,186.241.179.78,Scared to Be Lonely,Martin Garrix,Scared to Be Lonely,spotify:track:3ebXMykcMXOcLeJ9xZ17XH,,,,,,,,fwdbtn,fwdbtn,True,True,False,1759623942.0,False,0.048766666666666666
2025-10-05 00:28:31+00:00,ios,165814,BR,186.241.179.78,Superrich,Alok,Superrich,spotify:track:7C9Bcp8XgBqdetAyvp5Vms,,,,,,,,fwdbtn,endplay,True,True,False,1759623945.0,False,2.7635666666666667
2025-10-05 00:29:16+00:00,ios,41262,BR,186.241.179.78,Mantém,WIU,Mantém,spotify:track:17rF54WvGGqPVxDheq8PP8,,,,,,,,clickrow,endplay,True,True,False,1759624111.0,False,0.6877
2025-10-05 00:32:31+00:00,ios,195853,BR,186.241.179.78,Sexy Bitch (feat. Akon),David Guetta,One More Love,spotify:track:2dGxjfhFXDIUX9h5ImyKkE,,,,,,,,playbtn,trackdone,True,False,False,1759624156.0,False,3.2642166666666665
2025-10-05 00:34:55+00:00,ios,140018,BR,186.241.179.78,Baby Don't Hurt Me,David Guetta,Baby Don't Hurt Me,spotify:track:3BKD1PwArikchz2Zrlp1qi,,,,,,,,trackdone,trackdone,True,False,False,1759624351.0,False,2.3336333333333332
2025-10-05 00:38:33+00:00,ios,217262,BR,186.241.179.78,Won’t Let You Go,Martin Garrix,Won’t Let You Go,spotify:track:5UZA39t4lX42ApegVubl7f,,,,,,,,trackdone,trackdone,True,False,False,1759624495.0,False,3.6210333333333335
2025-10-05 16:46:45+00:00,ios,173847,BR,2804:388:411b:6888:549b:9a95:1267:8626,Beautiful People,David Guetta,Beautiful People,spotify:track:4TwEdnSiTPDR1vg1QZ5K8W,,,,,,,,trackdone,unexpected-exit-while-paused,True,False,False,1759624713.0,False,2.89745
2025-10-05 16:51:31+00:00,ios,222000,BR,2804:388:411b:6888:549b:9a95:1267:8626,Gata Only,FloyyMenor,Gata Only,spotify:track:6XjDF6nds4DE2BBbagZol6,,,,,,,,clickrow,trackdone,True,False,False,1759682869.0,False,3.7
2025-10-05 16:53:46+00:00,ios,135122,BR,2804:388:411b:6888:549b:9a95:1267:8626,ILoveUIHateU,Playboi Carti,Whole Lotta Red,spotify:track:1BpKJw4RZxaFB88NE5uxXf,,,,,,,,trackdone,trackdone,True,False,False,1759683091.0,False,2.2520333333333333
2025-10-05 16:54:10+00:00,ios,22448,BR,2804:388:411b:6888:549b:9a95:1267:8626,Bitch Please,Snoop Dogg,No Limit Top Dogg,spotify:track:5Sm1X46tna50RstHZvw072,,,,,,,,trackdone,fwdbtn,True,True,False,1759683226.0,False,0.3741333333333333
2025-10-05 16:57:11+00:00,ios,181573,BR,2804:388:4130:cf2e:611e:cde3:ba0:d6b3,Waves,Kanye West,The Life Of Pablo,spotify:track:3nAq2hCr1oWsIU54tS98pL,,,,,,,,fwdbtn,trackdone,True,False,False,1759683250.0,False,3.0262166666666666
2025-10-05 17:00:26+00:00,ios,195093,BR,2804:388:4130:cf2e:611e:cde3:ba0:d6b3,Good Morning,Kanye West,Graduation,spotify:track:6MXXY2eiWkpDCezVCc0cMH,,,,,,,,trackdone,trackdone,True,False,False,1759683431.0,False,3.25155
2025-10-05 17:03:20+00:00,ios,173077,BR,2804:388:4116:9a71:b4b2:c803:dbd4:8a82,OPM BABI,Playboi Carti,MUSIC,spotify:track:76yJsfb1CUy5Um8nFL7jKQ,,,,,,,,trackdone,trackdone,True,False,True,1759683626.0,False,2.8846166666666666
2025-10-05 17:06:51+00:00,ios,210261,BR,2804:388:4116:9a71:b4b2:c803:dbd4:8a82,Baby Pluto,Lil Uzi Vert,Eternal Atake,spotify:track:7hav1MHURQf5SAoPk0egqh,,,,,,,,trackdone,trackdone,True,False,True,1759683800.0,False,3.50435
2025-10-05 17:06:58+00:00,ios,385,BR,2804:388:4116:9a71:b4b2:c803:dbd4:8a82,Father Stretch My Hands Pt. 1,Kanye West,The Life Of Pablo,spotify:track:4KW1lqgSr8TKrvBII0Brf8,,,,,,,,trackdone,endplay,True,True,False,1759684011.0,False,0.006416666666666667
2025-10-05 17:10:01+00:00,ios,183551,BR,2804:388:4116:9a71:b4b2:c803:dbd4:8a82,Seven (feat. Latto) (Explicit Ver.),Jung Kook,GOLDEN,spotify:track:2HRgqmZQC0MC7GeNuDIXHN,,,,,,,,clickrow,trackdone,True,False,False,1759684018.0,False,3.0591833333333334
2025-10-05 17:10:37+00:00,ios,5679,BR,2804:388:4116:9a71:b4b2:c803:dbd4:8a82,花요일 Blooming Day,EXO-CBX,Blooming Days - The 2nd Mini Album,spotify:track:4kmp56RAtXEzHOANS0BaLX,,,,,,,,trackdone,endplay,True,True,False,1759684201.0,False,0.09465
2025-10-05 17:13:51+00:00,ios,193910,BR,2804:388:4116:9a71:4d7b:dfb8:9861:d7bb,Mantém,WIU,Mantém,spotify:track:17rF54WvGGqPVxDheq8PP8,,,,,,,,clickrow,endplay,True,True,False,1759684237.0,False,3.2318333333333333
2025-10-05 17:16:18+00:00,ios,147707,BR,2804:388:4116:9a71:4d7b:dfb8:9861:d7bb,BANDIT,Don Toliver,HARDSTONE PSYCHO,spotify:track:0PHrcmOtDE89ew4vVEaD7S,,,,,,,,clickrow,trackdone,True,False,True,1759684431.0,False,2.4617833333333334
2025-10-05 17:16:28+00:00,ios,8623,BR,2804:388:4116:9a71:4d7b:dfb8:9861:d7bb,FWU,Don Toliver,FWU,spotify:track:1NpHJ96ljWvqdbjlyc9GtT,,,,,,,,trackdone,endplay,True,True,False,1759684578.0,False,0.14371666666666666
2025-10-05 17:20:22+00:00,ios,235509,BR,2804:388:4120:3b36:e0a6:39fd:c523:cfb8,UN Village,BAEKHYUN,City Lights - The 1st Mini Album,spotify:track:0WSTInLqMrT9po0LAHpZCJ,,,,,,,,clickrow,trackdone,True,False,False,1759684588.0,False,3.92515
2025-10-05 17:20:43+00:00,ios,18921,BR,2804:388:4120:3b36:e0a6:39fd:c523:cfb8,way back,Travis Scott,Birds In The Trap Sing McKnight,spotify:track:2Zy7XVdxyZQB8xp5xbpJdl,,,,,,,,trackdone,endplay,True,True,False,1759684822.0,False,0.31535
2025-10-05 17:25:18+00:00,ios,276336,BR,179.68.12.95,Made In China,Higher Brothers,Black Cab,spotify:track:484SLUDMf2BmrUwtQWkvUa,,,,,,,,clickrow,trackdone,True,False,False,1759684843.0,False,4.6056
2025-10-05 17:25:32+00:00,ios,12294,BR,179.68.12.95,Roses (with Juice WRLD feat. Brendon Urie),benny blanco,FRIENDS KEEP SECRETS,spotify:track:1KVczjazCcCCgM3gXXUl47,,,,,,,,trackdone,fwdbtn,True,True,False,1759685118.0,False,0.2049
2025-10-05 17:28:38+00:00,ios,186776,BR,179.68.12.95,King Vamp,Playboi Carti,Whole Lotta Red,spotify:track:2iqHcRoOfLl1fXCf1bGO0J,,,,,,,,fwdbtn,trackdone,True,False,False,1759685132.0,False,3.1129333333333333
2025-10-05 17:31:01+00:00,ios,141494,BR,179.68.12.95,Stop Breathing,Playboi Carti,Whole Lotta Red,spotify:track:2lLG56qpLP3UbcLuzMvkWX,,,,,,,,trackdone,fwdbtn,True,True,False,1759685318.0,False,2.358233333333333
2025-10-05 17:31:03+00:00,ios,2090,BR,179.68.12.95,Elevator,BAEKHYUN,Essence of Reverie,spotify:track:0mFkmiC5u1V4JBP6PsoVP0,,,,,,,,fwdbtn,fwdbtn,True,True,False,1759685461.0,False,0.034833333333333334
2025-10-05 17:33:06+00:00,ios,123891,BR,179.68.12.95,Just Wanna Rock,Lil Uzi Vert,Just Wanna Rock,spotify:track:4FyesJzVpA39hbYvcseO2d,,,,,,,,fwdbtn,trackdone,True,False,False,1759685463.0,False,2.06485
2025-10-05 17:37:15+00:00,ios,249215,BR,179.68.12.95,Dionysus,BTS,MAP OF THE SOUL : PERSONA,spotify:track:2Wkm4JBcIV2uSuu4qlbqFN,,,,,,,,trackdone,trackdone,True,False,False,1759685586.0,False,4.153583333333334
2025-10-05 17:41:24+00:00,ios,247800,BR,2804:388:6088:c13c:8d2b:6d9c:dbb3:146d,Swimming Pools (Drank),Kendrick Lamar,Swimming Pools (Drank),spotify:track:6REbwUNlppTfcnV4d4ZoZi,,,,,,,,trackdone,trackdone,True,False,False,1759685835.0,False,4.13
2025-10-05 17:44:48+00:00,ios,202654,BR,2804:388:4116:7d72:4c08:5273:b961:275f,Homecoming,Lil Uzi Vert,Eternal Atake,spotify:track:6vxU64pcIuQ38O015Zy4qj,,,,,,,,trackdone,fwdbtn,True,True,False,1759686084.0,False,3.3775666666666666
2025-10-05 17:48:18+00:00,ios,211582,BR,2804:388:4116:7d72:4c08:5273:b961:275f,I KNOW ?,Travis Scott,UTOPIA,spotify:track:6wsqVwoiVH2kde4k4KKAFU,,,,,,,,fwdbtn,trackdone,True,False,False,1759686288.0,False,3.5263666666666666
2025-10-05 17:48:32+00:00,ios,12418,BR,2804:388:4116:7d72:4c08:5273:b961:275f,Saint Pablo,Kanye West,The Life Of Pablo,spotify:track:1o0kWPueYo94LIjPYOE5Nf,,,,,,,,trackdone,fwdbtn,True,True,False,1759686498.0,False,0.20696666666666666
2025-10-05 17:51:52+00:00,ios,200306,BR,191.57.14.215,Love Shot,EXO,LOVE SHOT– The 5th Album Repackage,spotify:track:0yB4jrSwN0bFtFRDR5vyMj,,,,,,,,fwdbtn,trackdone,True,False,False,1759686512.0,False,3.338433333333333
